branch,quartic_lane,dft_output_k3,input_k32,input_work_index,ntt32_register,ntt32_register_lane,ntt32_vector_group,bitrev_output_index,bitrev_output_register,bitrev_output_lane,source_pos_n3_0,source_pos_n3_1,source_pos_n3_2,source_block_n3_0,source_block_n3_1,source_block_n3_2,operation,notes
0,2,1,26,26,v7,2,3,11,v5,3,362,234,106,90,58,26,work[26]=dft3_row_1[26];complete_dif_out[bitreverse5(26)]=NTT32[11],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,1,27,27,v7,3,3,27,v7,3,110,366,238,27,91,59,work[27]=dft3_row_1[27];complete_dif_out[bitreverse5(27)]=NTT32[27],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,1,28,28,v7,4,3,7,v4,7,242,114,370,60,28,92,work[28]=dft3_row_1[28];complete_dif_out[bitreverse5(28)]=NTT32[7],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,1,29,29,v7,5,3,23,v6,7,374,246,118,93,61,29,work[29]=dft3_row_1[29];complete_dif_out[bitreverse5(29)]=NTT32[23],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,1,30,30,v7,6,3,15,v5,7,122,378,250,30,94,62,work[30]=dft3_row_1[30];complete_dif_out[bitreverse5(30)]=NTT32[15],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,1,31,31,v7,7,3,31,v7,7,254,126,382,63,31,95,work[31]=dft3_row_1[31];complete_dif_out[bitreverse5(31)]=NTT32[31],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,0,0,v4,0,0,0,v4,0,2,258,130,0,64,32,work[0]=dft3_row_2[0];complete_dif_out[bitreverse5(0)]=NTT32[0],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,1,1,v4,1,0,16,v6,0,134,6,262,33,1,65,work[1]=dft3_row_2[1];complete_dif_out[bitreverse5(1)]=NTT32[16],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,2,2,v4,2,0,8,v5,0,266,138,10,66,34,2,work[2]=dft3_row_2[2];complete_dif_out[bitreverse5(2)]=NTT32[8],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,3,3,v4,3,0,24,v7,0,14,270,142,3,67,35,work[3]=dft3_row_2[3];complete_dif_out[bitreverse5(3)]=NTT32[24],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,4,4,v4,4,0,4,v4,4,146,18,274,36,4,68,work[4]=dft3_row_2[4];complete_dif_out[bitreverse5(4)]=NTT32[4],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,5,5,v4,5,0,20,v6,4,278,150,22,69,37,5,work[5]=dft3_row_2[5];complete_dif_out[bitreverse5(5)]=NTT32[20],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,6,6,v4,6,0,12,v5,4,26,282,154,6,70,38,work[6]=dft3_row_2[6];complete_dif_out[bitreverse5(6)]=NTT32[12],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,7,7,v4,7,0,28,v7,4,158,30,286,39,7,71,work[7]=dft3_row_2[7];complete_dif_out[bitreverse5(7)]=NTT32[28],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,8,8,v5,0,1,2,v4,2,290,162,34,72,40,8,work[8]=dft3_row_2[8];complete_dif_out[bitreverse5(8)]=NTT32[2],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,9,9,v5,1,1,18,v6,2,38,294,166,9,73,41,work[9]=dft3_row_2[9];complete_dif_out[bitreverse5(9)]=NTT32[18],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,10,10,v5,2,1,10,v5,2,170,42,298,42,10,74,work[10]=dft3_row_2[10];complete_dif_out[bitreverse5(10)]=NTT32[10],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,11,11,v5,3,1,26,v7,2,302,174,46,75,43,11,work[11]=dft3_row_2[11];complete_dif_out[bitreverse5(11)]=NTT32[26],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,12,12,v5,4,1,6,v4,6,50,306,178,12,76,44,work[12]=dft3_row_2[12];complete_dif_out[bitreverse5(12)]=NTT32[6],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,13,13,v5,5,1,22,v6,6,182,54,310,45,13,77,work[13]=dft3_row_2[13];complete_dif_out[bitreverse5(13)]=NTT32[22],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,14,14,v5,6,1,14,v5,6,314,186,58,78,46,14,work[14]=dft3_row_2[14];complete_dif_out[bitreverse5(14)]=NTT32[14],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,15,15,v5,7,1,30,v7,6,62,318,190,15,79,47,work[15]=dft3_row_2[15];complete_dif_out[bitreverse5(15)]=NTT32[30],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,16,16,v6,0,2,1,v4,1,194,66,322,48,16,80,work[16]=dft3_row_2[16];complete_dif_out[bitreverse5(16)]=NTT32[1],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,17,17,v6,1,2,17,v6,1,326,198,70,81,49,17,work[17]=dft3_row_2[17];complete_dif_out[bitreverse5(17)]=NTT32[17],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,18,18,v6,2,2,9,v5,1,74,330,202,18,82,50,work[18]=dft3_row_2[18];complete_dif_out[bitreverse5(18)]=NTT32[9],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,19,19,v6,3,2,25,v7,1,206,78,334,51,19,83,work[19]=dft3_row_2[19];complete_dif_out[bitreverse5(19)]=NTT32[25],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,20,20,v6,4,2,5,v4,5,338,210,82,84,52,20,work[20]=dft3_row_2[20];complete_dif_out[bitreverse5(20)]=NTT32[5],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,21,21,v6,5,2,21,v6,5,86,342,214,21,85,53,work[21]=dft3_row_2[21];complete_dif_out[bitreverse5(21)]=NTT32[21],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,22,22,v6,6,2,13,v5,5,218,90,346,54,22,86,work[22]=dft3_row_2[22];complete_dif_out[bitreverse5(22)]=NTT32[13],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,23,23,v6,7,2,29,v7,5,350,222,94,87,55,23,work[23]=dft3_row_2[23];complete_dif_out[bitreverse5(23)]=NTT32[29],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,24,24,v7,0,3,3,v4,3,98,354,226,24,88,56,work[24]=dft3_row_2[24];complete_dif_out[bitreverse5(24)]=NTT32[3],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,25,25,v7,1,3,19,v6,3,230,102,358,57,25,89,work[25]=dft3_row_2[25];complete_dif_out[bitreverse5(25)]=NTT32[19],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,26,26,v7,2,3,11,v5,3,362,234,106,90,58,26,work[26]=dft3_row_2[26];complete_dif_out[bitreverse5(26)]=NTT32[11],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,27,27,v7,3,3,27,v7,3,110,366,238,27,91,59,work[27]=dft3_row_2[27];complete_dif_out[bitreverse5(27)]=NTT32[27],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,28,28,v7,4,3,7,v4,7,242,114,370,60,28,92,work[28]=dft3_row_2[28];complete_dif_out[bitreverse5(28)]=NTT32[7],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,29,29,v7,5,3,23,v6,7,374,246,118,93,61,29,work[29]=dft3_row_2[29];complete_dif_out[bitreverse5(29)]=NTT32[23],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,30,30,v7,6,3,15,v5,7,122,378,250,30,94,62,work[30]=dft3_row_2[30];complete_dif_out[bitreverse5(30)]=NTT32[15],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,2,2,31,31,v7,7,3,31,v7,7,254,126,382,63,31,95,work[31]=dft3_row_2[31];complete_dif_out[bitreverse5(31)]=NTT32[31],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,0,0,v4,0,0,0,v4,0,3,259,131,0,64,32,work[0]=dft3_row_0[0];complete_dif_out[bitreverse5(0)]=NTT32[0],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,1,1,v4,1,0,16,v6,0,135,7,263,33,1,65,work[1]=dft3_row_0[1];complete_dif_out[bitreverse5(1)]=NTT32[16],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,2,2,v4,2,0,8,v5,0,267,139,11,66,34,2,work[2]=dft3_row_0[2];complete_dif_out[bitreverse5(2)]=NTT32[8],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,3,3,v4,3,0,24,v7,0,15,271,143,3,67,35,work[3]=dft3_row_0[3];complete_dif_out[bitreverse5(3)]=NTT32[24],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,4,4,v4,4,0,4,v4,4,147,19,275,36,4,68,work[4]=dft3_row_0[4];complete_dif_out[bitreverse5(4)]=NTT32[4],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,5,5,v4,5,0,20,v6,4,279,151,23,69,37,5,work[5]=dft3_row_0[5];complete_dif_out[bitreverse5(5)]=NTT32[20],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,6,6,v4,6,0,12,v5,4,27,283,155,6,70,38,work[6]=dft3_row_0[6];complete_dif_out[bitreverse5(6)]=NTT32[12],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,7,7,v4,7,0,28,v7,4,159,31,287,39,7,71,work[7]=dft3_row_0[7];complete_dif_out[bitreverse5(7)]=NTT32[28],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,8,8,v5,0,1,2,v4,2,291,163,35,72,40,8,work[8]=dft3_row_0[8];complete_dif_out[bitreverse5(8)]=NTT32[2],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,9,9,v5,1,1,18,v6,2,39,295,167,9,73,41,work[9]=dft3_row_0[9];complete_dif_out[bitreverse5(9)]=NTT32[18],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,10,10,v5,2,1,10,v5,2,171,43,299,42,10,74,work[10]=dft3_row_0[10];complete_dif_out[bitreverse5(10)]=NTT32[10],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,11,11,v5,3,1,26,v7,2,303,175,47,75,43,11,work[11]=dft3_row_0[11];complete_dif_out[bitreverse5(11)]=NTT32[26],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,12,12,v5,4,1,6,v4,6,51,307,179,12,76,44,work[12]=dft3_row_0[12];complete_dif_out[bitreverse5(12)]=NTT32[6],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,13,13,v5,5,1,22,v6,6,183,55,311,45,13,77,work[13]=dft3_row_0[13];complete_dif_out[bitreverse5(13)]=NTT32[22],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,14,14,v5,6,1,14,v5,6,315,187,59,78,46,14,work[14]=dft3_row_0[14];complete_dif_out[bitreverse5(14)]=NTT32[14],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,15,15,v5,7,1,30,v7,6,63,319,191,15,79,47,work[15]=dft3_row_0[15];complete_dif_out[bitreverse5(15)]=NTT32[30],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,16,16,v6,0,2,1,v4,1,195,67,323,48,16,80,work[16]=dft3_row_0[16];complete_dif_out[bitreverse5(16)]=NTT32[1],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,17,17,v6,1,2,17,v6,1,327,199,71,81,49,17,work[17]=dft3_row_0[17];complete_dif_out[bitreverse5(17)]=NTT32[17],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,18,18,v6,2,2,9,v5,1,75,331,203,18,82,50,work[18]=dft3_row_0[18];complete_dif_out[bitreverse5(18)]=NTT32[9],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,19,19,v6,3,2,25,v7,1,207,79,335,51,19,83,work[19]=dft3_row_0[19];complete_dif_out[bitreverse5(19)]=NTT32[25],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,20,20,v6,4,2,5,v4,5,339,211,83,84,52,20,work[20]=dft3_row_0[20];complete_dif_out[bitreverse5(20)]=NTT32[5],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,21,21,v6,5,2,21,v6,5,87,343,215,21,85,53,work[21]=dft3_row_0[21];complete_dif_out[bitreverse5(21)]=NTT32[21],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,22,22,v6,6,2,13,v5,5,219,91,347,54,22,86,work[22]=dft3_row_0[22];complete_dif_out[bitreverse5(22)]=NTT32[13],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,23,23,v6,7,2,29,v7,5,351,223,95,87,55,23,work[23]=dft3_row_0[23];complete_dif_out[bitreverse5(23)]=NTT32[29],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,24,24,v7,0,3,3,v4,3,99,355,227,24,88,56,work[24]=dft3_row_0[24];complete_dif_out[bitreverse5(24)]=NTT32[3],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,25,25,v7,1,3,19,v6,3,231,103,359,57,25,89,work[25]=dft3_row_0[25];complete_dif_out[bitreverse5(25)]=NTT32[19],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,26,26,v7,2,3,11,v5,3,363,235,107,90,58,26,work[26]=dft3_row_0[26];complete_dif_out[bitreverse5(26)]=NTT32[11],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,27,27,v7,3,3,27,v7,3,111,367,239,27,91,59,work[27]=dft3_row_0[27];complete_dif_out[bitreverse5(27)]=NTT32[27],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,28,28,v7,4,3,7,v4,7,243,115,371,60,28,92,work[28]=dft3_row_0[28];complete_dif_out[bitreverse5(28)]=NTT32[7],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,29,29,v7,5,3,23,v6,7,375,247,119,93,61,29,work[29]=dft3_row_0[29];complete_dif_out[bitreverse5(29)]=NTT32[23],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,30,30,v7,6,3,15,v5,7,123,379,251,30,94,62,work[30]=dft3_row_0[30];complete_dif_out[bitreverse5(30)]=NTT32[15],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,0,31,31,v7,7,3,31,v7,7,255,127,383,63,31,95,work[31]=dft3_row_0[31];complete_dif_out[bitreverse5(31)]=NTT32[31],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,0,0,v4,0,0,0,v4,0,3,259,131,0,64,32,work[0]=dft3_row_1[0];complete_dif_out[bitreverse5(0)]=NTT32[0],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,1,1,v4,1,0,16,v6,0,135,7,263,33,1,65,work[1]=dft3_row_1[1];complete_dif_out[bitreverse5(1)]=NTT32[16],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,2,2,v4,2,0,8,v5,0,267,139,11,66,34,2,work[2]=dft3_row_1[2];complete_dif_out[bitreverse5(2)]=NTT32[8],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,3,3,v4,3,0,24,v7,0,15,271,143,3,67,35,work[3]=dft3_row_1[3];complete_dif_out[bitreverse5(3)]=NTT32[24],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,4,4,v4,4,0,4,v4,4,147,19,275,36,4,68,work[4]=dft3_row_1[4];complete_dif_out[bitreverse5(4)]=NTT32[4],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,5,5,v4,5,0,20,v6,4,279,151,23,69,37,5,work[5]=dft3_row_1[5];complete_dif_out[bitreverse5(5)]=NTT32[20],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,6,6,v4,6,0,12,v5,4,27,283,155,6,70,38,work[6]=dft3_row_1[6];complete_dif_out[bitreverse5(6)]=NTT32[12],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,7,7,v4,7,0,28,v7,4,159,31,287,39,7,71,work[7]=dft3_row_1[7];complete_dif_out[bitreverse5(7)]=NTT32[28],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,8,8,v5,0,1,2,v4,2,291,163,35,72,40,8,work[8]=dft3_row_1[8];complete_dif_out[bitreverse5(8)]=NTT32[2],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,9,9,v5,1,1,18,v6,2,39,295,167,9,73,41,work[9]=dft3_row_1[9];complete_dif_out[bitreverse5(9)]=NTT32[18],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,10,10,v5,2,1,10,v5,2,171,43,299,42,10,74,work[10]=dft3_row_1[10];complete_dif_out[bitreverse5(10)]=NTT32[10],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,11,11,v5,3,1,26,v7,2,303,175,47,75,43,11,work[11]=dft3_row_1[11];complete_dif_out[bitreverse5(11)]=NTT32[26],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,12,12,v5,4,1,6,v4,6,51,307,179,12,76,44,work[12]=dft3_row_1[12];complete_dif_out[bitreverse5(12)]=NTT32[6],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,13,13,v5,5,1,22,v6,6,183,55,311,45,13,77,work[13]=dft3_row_1[13];complete_dif_out[bitreverse5(13)]=NTT32[22],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,14,14,v5,6,1,14,v5,6,315,187,59,78,46,14,work[14]=dft3_row_1[14];complete_dif_out[bitreverse5(14)]=NTT32[14],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,15,15,v5,7,1,30,v7,6,63,319,191,15,79,47,work[15]=dft3_row_1[15];complete_dif_out[bitreverse5(15)]=NTT32[30],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,16,16,v6,0,2,1,v4,1,195,67,323,48,16,80,work[16]=dft3_row_1[16];complete_dif_out[bitreverse5(16)]=NTT32[1],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,17,17,v6,1,2,17,v6,1,327,199,71,81,49,17,work[17]=dft3_row_1[17];complete_dif_out[bitreverse5(17)]=NTT32[17],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,18,18,v6,2,2,9,v5,1,75,331,203,18,82,50,work[18]=dft3_row_1[18];complete_dif_out[bitreverse5(18)]=NTT32[9],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,19,19,v6,3,2,25,v7,1,207,79,335,51,19,83,work[19]=dft3_row_1[19];complete_dif_out[bitreverse5(19)]=NTT32[25],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,20,20,v6,4,2,5,v4,5,339,211,83,84,52,20,work[20]=dft3_row_1[20];complete_dif_out[bitreverse5(20)]=NTT32[5],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,21,21,v6,5,2,21,v6,5,87,343,215,21,85,53,work[21]=dft3_row_1[21];complete_dif_out[bitreverse5(21)]=NTT32[21],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,22,22,v6,6,2,13,v5,5,219,91,347,54,22,86,work[22]=dft3_row_1[22];complete_dif_out[bitreverse5(22)]=NTT32[13],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,23,23,v6,7,2,29,v7,5,351,223,95,87,55,23,work[23]=dft3_row_1[23];complete_dif_out[bitreverse5(23)]=NTT32[29],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,24,24,v7,0,3,3,v4,3,99,355,227,24,88,56,work[24]=dft3_row_1[24];complete_dif_out[bitreverse5(24)]=NTT32[3],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,25,25,v7,1,3,19,v6,3,231,103,359,57,25,89,work[25]=dft3_row_1[25];complete_dif_out[bitreverse5(25)]=NTT32[19],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,26,26,v7,2,3,11,v5,3,363,235,107,90,58,26,work[26]=dft3_row_1[26];complete_dif_out[bitreverse5(26)]=NTT32[11],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,27,27,v7,3,3,27,v7,3,111,367,239,27,91,59,work[27]=dft3_row_1[27];complete_dif_out[bitreverse5(27)]=NTT32[27],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,28,28,v7,4,3,7,v4,7,243,115,371,60,28,92,work[28]=dft3_row_1[28];complete_dif_out[bitreverse5(28)]=NTT32[7],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,29,29,v7,5,3,23,v6,7,375,247,119,93,61,29,work[29]=dft3_row_1[29];complete_dif_out[bitreverse5(29)]=NTT32[23],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,30,30,v7,6,3,15,v5,7,123,379,251,30,94,62,work[30]=dft3_row_1[30];complete_dif_out[bitreverse5(30)]=NTT32[15],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,1,31,31,v7,7,3,31,v7,7,255,127,383,63,31,95,work[31]=dft3_row_1[31];complete_dif_out[bitreverse5(31)]=NTT32[31],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,0,0,v4,0,0,0,v4,0,3,259,131,0,64,32,work[0]=dft3_row_2[0];complete_dif_out[bitreverse5(0)]=NTT32[0],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,1,1,v4,1,0,16,v6,0,135,7,263,33,1,65,work[1]=dft3_row_2[1];complete_dif_out[bitreverse5(1)]=NTT32[16],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,2,2,v4,2,0,8,v5,0,267,139,11,66,34,2,work[2]=dft3_row_2[2];complete_dif_out[bitreverse5(2)]=NTT32[8],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,3,3,v4,3,0,24,v7,0,15,271,143,3,67,35,work[3]=dft3_row_2[3];complete_dif_out[bitreverse5(3)]=NTT32[24],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,4,4,v4,4,0,4,v4,4,147,19,275,36,4,68,work[4]=dft3_row_2[4];complete_dif_out[bitreverse5(4)]=NTT32[4],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,5,5,v4,5,0,20,v6,4,279,151,23,69,37,5,work[5]=dft3_row_2[5];complete_dif_out[bitreverse5(5)]=NTT32[20],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,6,6,v4,6,0,12,v5,4,27,283,155,6,70,38,work[6]=dft3_row_2[6];complete_dif_out[bitreverse5(6)]=NTT32[12],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,7,7,v4,7,0,28,v7,4,159,31,287,39,7,71,work[7]=dft3_row_2[7];complete_dif_out[bitreverse5(7)]=NTT32[28],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,8,8,v5,0,1,2,v4,2,291,163,35,72,40,8,work[8]=dft3_row_2[8];complete_dif_out[bitreverse5(8)]=NTT32[2],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,9,9,v5,1,1,18,v6,2,39,295,167,9,73,41,work[9]=dft3_row_2[9];complete_dif_out[bitreverse5(9)]=NTT32[18],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,10,10,v5,2,1,10,v5,2,171,43,299,42,10,74,work[10]=dft3_row_2[10];complete_dif_out[bitreverse5(10)]=NTT32[10],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,11,11,v5,3,1,26,v7,2,303,175,47,75,43,11,work[11]=dft3_row_2[11];complete_dif_out[bitreverse5(11)]=NTT32[26],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,12,12,v5,4,1,6,v4,6,51,307,179,12,76,44,work[12]=dft3_row_2[12];complete_dif_out[bitreverse5(12)]=NTT32[6],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,13,13,v5,5,1,22,v6,6,183,55,311,45,13,77,work[13]=dft3_row_2[13];complete_dif_out[bitreverse5(13)]=NTT32[22],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,14,14,v5,6,1,14,v5,6,315,187,59,78,46,14,work[14]=dft3_row_2[14];complete_dif_out[bitreverse5(14)]=NTT32[14],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,15,15,v5,7,1,30,v7,6,63,319,191,15,79,47,work[15]=dft3_row_2[15];complete_dif_out[bitreverse5(15)]=NTT32[30],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,16,16,v6,0,2,1,v4,1,195,67,323,48,16,80,work[16]=dft3_row_2[16];complete_dif_out[bitreverse5(16)]=NTT32[1],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,17,17,v6,1,2,17,v6,1,327,199,71,81,49,17,work[17]=dft3_row_2[17];complete_dif_out[bitreverse5(17)]=NTT32[17],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,18,18,v6,2,2,9,v5,1,75,331,203,18,82,50,work[18]=dft3_row_2[18];complete_dif_out[bitreverse5(18)]=NTT32[9],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,19,19,v6,3,2,25,v7,1,207,79,335,51,19,83,work[19]=dft3_row_2[19];complete_dif_out[bitreverse5(19)]=NTT32[25],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,20,20,v6,4,2,5,v4,5,339,211,83,84,52,20,work[20]=dft3_row_2[20];complete_dif_out[bitreverse5(20)]=NTT32[5],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,21,21,v6,5,2,21,v6,5,87,343,215,21,85,53,work[21]=dft3_row_2[21];complete_dif_out[bitreverse5(21)]=NTT32[21],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,22,22,v6,6,2,13,v5,5,219,91,347,54,22,86,work[22]=dft3_row_2[22];complete_dif_out[bitreverse5(22)]=NTT32[13],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,23,23,v6,7,2,29,v7,5,351,223,95,87,55,23,work[23]=dft3_row_2[23];complete_dif_out[bitreverse5(23)]=NTT32[29],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,24,24,v7,0,3,3,v4,3,99,355,227,24,88,56,work[24]=dft3_row_2[24];complete_dif_out[bitreverse5(24)]=NTT32[3],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,25,25,v7,1,3,19,v6,3,231,103,359,57,25,89,work[25]=dft3_row_2[25];complete_dif_out[bitreverse5(25)]=NTT32[19],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,26,26,v7,2,3,11,v5,3,363,235,107,90,58,26,work[26]=dft3_row_2[26];complete_dif_out[bitreverse5(26)]=NTT32[11],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,27,27,v7,3,3,27,v7,3,111,367,239,27,91,59,work[27]=dft3_row_2[27];complete_dif_out[bitreverse5(27)]=NTT32[27],natural_input_pack_for_complete_dif_ntt32_bitrev_output
0,3,2,28,28,v7,4,3,7,v4,7,243,115,371,60,28,92,work[28]=dft3_row_2[28];complete_dif_out[bitreverse5(28)]=NTT32[7],natural_input_pack_for_complete_dif_ntt32_bitrev_output
